001eef4f-1d00-4ae6-8b4f-7e66344bbc6e,111
002e0b7e-d62f-4140-b015-1fe29a9acbaa,40
00352759-f0a7-4678-82ae-fed68c700da6,90
00f77fa9-ae49-4935-9166-2f5f9cdb3d6b,5
013ea675-bb58-42f8-a423-f5534546b2b1,15
01413023-7ed6-4964-b7c8-19259f84a1db,6
01522369-3b88-4256-99d4-4e0c1de9f1ba,99
01537b60-9ae2-4684-a1fa-e688e7757e6f,123
017440d5-6ba8-422a-bd7a-d59e3b9a4e77,111
01dcc2e7-fda1-483d-9a5c-10e9cf985951,62
01f02fae-97df-4207-a386-a1bc8ec0853b,72
029bb71a-6b91-43a5-8a83-ce56b544204b,73
02a643f8-93f3-469f-8c24-2ffc5c9b7129,6
02e81c9e-f2ae-4335-b2e2-416eb95df3ac,8
0361b05e-9bca-42d1-af6c-49905e5eb7cb,62
037d2e92-a3b1-406e-a344-a9fbd8c57bc5,60
0391f5e3-13f4-4984-afbc-82ebd59c5936,139
03c06fcc-017a-4138-81f4-86f7237cabfd,13
03d34ab5-a275-444e-a85b-c46f09c357f0,83
03f1c773-c072-4011-9455-1f34c64e929d,91
0458b983-901d-49c1-85f8-8aa1eacc8a8b,8
04cd6546-ed71-4fec-899e-9e411b75975f,50
04d72bcc-7998-4a8d-8fe9-8ff3dab793a4,78
04e7b47e-af0b-40e6-8632-f5c79d494719,10
054ee4ba-df31-4662-8869-cd842d0a3c1e,9
055c731d-eead-439a-bec4-f2028968cc31,94
05944f08-b0df-47b8-bb44-23a63cf6a9a8,74
05c04c97-a735-4f63-ac35-18a2f88d8cb4,9
05de0628-5f0d-4c54-a8df-986c135d0a7e,119
0600c67e-71a1-4ed2-913f-e9db02370de4,55
06a4064e-54f7-4092-a7e0-a1bdddb00bc0,81
06a987df-b067-413f-9555-405885651245,68
071e1103-1b06-4671-8324-a9beb3e90d18,183
0764585b-fec1-4086-9751-643ef3902d52,51
0794014e-c320-4aa7-99f8-bb1d34f86277,100
07a98052-2a9d-4787-8eac-0c167cac65be,110
08005b30-d0de-4578-84a3-dafa9b34c787,140
0820fe4c-099f-41ba-8b8c-9d633cbd783c,11
08bec57f-c415-4614-b49d-a01db2f9e84a,96
08ed3a9e-75a9-4f91-b318-c24cf56eb6e7,103
093e387e-9041-420d-8ed6-612e7bc6e916,121
0977ddfd-d01a-46cd-93e4-a101757dd1e0,112
09a53601-06e4-4f7e-bf98-06ed1ae0b35e,14
09e659aa-7446-43f4-bc1b-576d601aa402,67
09faae8b-699a-45d6-b6a2-02d7c3f4fbad,81
0a06cb96-5255-486e-9e4b-3059b04e3aa2,20
0a070f4c-5077-4610-adb8-6be5538617c5,114
0a13520f-b058-43ff-ad3b-5e292422887e,107
0a2562d0-f2af-47e1-a783-02aac8607c7b,78
0a94673d-9653-4c2a-bfee-e7f7bd41cb46,98
0aa44d12-30f7-450e-bc29-28a8799ee804,75
0aca9da2-99d9-4349-8d7e-ed02103f728a,8
0b19e3e2-6a3a-4427-b00e-03e3c14c0e96,5
0b32a5d2-c71c-4573-ba77-590c1fd2f40a,79
0b65cc36-16e3-4c8b-9e86-c49cb982e4bf,120
0b6b0cc7-4397-480e-9ec6-5cac94c2aa11,146
0b7aa060-0b27-45d2-a9b4-35e611bedcde,101
0b9dd80d-0e27-4eb7-874e-4649b7e69e00,121
0bfc6df5-b2b2-4213-87cd-5e0ef3cf477f,5
0c54ebf7-02e0-4099-b018-5777f08d1708,63
0c7d039e-336f-4592-b525-7e0e220b838a,52
0cce9b12-27a9-4aa1-8226-a5d946336eca,61
0ce8e6fd-3a31-40fa-a95f-e63367fd28ad,122
0d16d16b-0457-4b71-a144-180da7ec4d8a,70
0d2ee367-dca4-4904-8504-1a662891b7f0,112
0d8f9eab-3feb-4ad4-aa0b-1e7637cce80a,82
0da69d26-0fd4-491f-8dc6-e8df929c990e,12
0dc22c5d-5238-4b52-a844-e378399f7c57,8
0dde46d3-c56f-4862-8931-793ecb82df64,119
0de1ea81-5dbf-4fc3-a11e-f5cdd75f5786,75
0e2e0417-1064-471e-85ad-faeace63c084,152
0e5ba392-571f-4e50-a0be-6e4b208fdb63,92
0e5c48c6-347a-4a57-ab78-ee5cbe021c29,90
0ea4ce88-b366-40e9-9a4b-69366a7d66d5,87
0f2f1974-a986-45ac-a187-25821dbb50b0,122
0f85b4c8-372b-4ff3-853a-ff6f9a184ae2,9
0f9c0bcc-989e-4990-9717-ced2a0d98c6b,92
0fb039c8-3a84-401d-88d7-a70d9f7580e2,8
0fd1ed08-cbb9-4d3a-a08d-629dab7b0c12,95
0fea982c-3e4b-48eb-ae67-9641d3fe266b,120
1032c089-6dc4-40b7-bfe3-fec28c7d358d,93
104e9d1b-6d07-442e-a7c0-71cbcb67dde3,10
10680108-43e9-42e5-9029-1d8f2eea7f7a,4
108d3159-2542-4974-95d0-1962972a9fa1,84
109590c6-b3c4-40ff-9df3-1874c7668801,107
10bb4e45-47ae-496b-b635-e8962cd5ee6c,6
11997fa1-0571-413a-bacd-4ae3162353dd,175
1295b90f-5caf-4fbc-b119-723d5fb82030,12
129b3a37-e67d-4bd8-9201-f0b91901001a,5
139ad0e7-ae97-4b63-a792-e97c6d794e23,79
13f49d08-4b78-4e32-be11-d0864c236c2a,6
1415168c-3259-43f5-9fcc-8065b9becd5e,110
143470b6-2ee8-42cc-a086-aea36b72ec66,6
144ca465-2ce0-47d5-9588-54df33b83536,87
146feca7-deba-4472-9f3e-1772ffbcd100,76
14af3736-2484-4432-841a-cd8960481b58,74
14b53bdb-2c05-4af2-a159-7aee0d4e8f8a,8
14c7fdc4-4c54-4424-96fd-bac291f034fd,97
158a44ed-7619-4764-a545-7257f7e96643,74
15bee46a-e30c-4e70-8250-63a8f562f257,9
16912645-20d3-49c6-8c01-e200dfff1546,62
16c15f9c-fb9d-4226-b857-685ad9c70873,14
16ff1efd-7e6e-41ad-859b-5aa9f21fd460,200
17176409-c684-426c-a0db-a99cd1debd9b,5
17750b7a-24db-4c3c-8c4a-b2a7a247a94f,6
17854d98-495d-4a48-a228-3d3335afed3d,49
1798c52f-6d7d-4e02-a9f3-a93d4314b433,118
17a551d7-0cfc-472a-a2f9-2bd3df19cd4a,39
17ca331d-4dca-4c8c-8895-8c0a7c43bf34,81
181c6560-0a6a-4c15-a35a-0eff9ce4b73e,8
18a07b85-672b-456b-b9ca-b19c52f8e62c,9
18b4b447-6219-44c3-8de9-e698b194a71d,70
1972d433-5dff-4781-a8b4-f84a93bde800,12
19add6d4-30f2-4af0-8b8e-a711bca3a7e5,140
1a0cd429-f95c-48a1-b273-2b86abf9946f,117
1a7b825a-fd84-4522-aa2c-ada41e722d21,82
1b184acd-4112-441d-b381-871594fee263,6
1c04fa91-12f1-444a-9460-e3cf8b8c8ede,75
1c66e27f-0588-4257-b0bd-539e745bef3a,107
1ce16a6b-7e7d-4973-b685-41c6fffe96d1,3
1d1c3751-8f8b-4056-a503-0a29f1eed310,365
1d863a29-bb0f-4273-98fc-f162ec7d999a,109
1dd5ee9d-e3c7-4588-84a3-2812a84c0971,151
1e2e4472-13f8-44ba-804f-1a23a538daed,73
1e670c9b-5636-41a3-becd-8e7eab7e8982,10
1e860e80-cb6a-469b-a845-bbcbb056a974,51
1f83b410-f7dc-4d33-85ca-6a71b0110b2b,96
1fc47acc-cbc7-4173-80a6-0c76785ea9ed,119
201d4d10-ba49-4f27-8e0e-7dde9733fc0a,154
207284c7-4acd-4370-8770-745b21d6d29b,42
2095d76f-6217-4eec-9eaa-de0a4ecdf499,8
20abc9cd-3312-46fb-a8a2-21b496a6a1c7,9
2131b5b7-1bea-4ff1-8e35-876dcbb2e70b,122
21632120-f041-446d-85d6-d8dc0f53b21e,71
2193c2a2-5e1f-4930-9724-3f23e1476c01,181
21da41f1-0ad6-4184-a8f3-5f84ac1e25ad,118
21e559ea-5be3-460f-90a6-656506edce7e,62
21e84bf8-8d1e-458a-9372-e88fc80a6828,86
220528c5-5f30-4680-bb47-44731edde8ef,122
2253b895-c1a0-4173-b0d3-1ccb6ebbf254,5
22a5ba30-27e8-428a-bc36-99f3bbf4fd2c,59
22ccb7ac-76f9-4618-85e1-868392b507c7,165
22ffeb1a-9f56-4cde-9a68-cac7b5693d02,123
236d8acf-31db-46e8-8d34-41bb323e059b,101
237ec7a8-aa9b-4c98-9612-bd98450d0747,181
2380ee0e-ce22-4b9e-91bd-7dbd21f48707,8
23a64341-9b3d-4c81-a3c5-03cb6ef04694,138
23e2b8c7-a5b5-4735-9187-696255f7d6dc,179
23ffa9fd-9d6a-492d-85c4-681bcf0f4379,100
2555dcef-60ca-4d5d-8246-d37d9fcbca7a,87
2593269e-0a0d-4dab-8fcd-0bf48b194f60,86
25e6d39e-a87a-43f6-8943-ad9f81e4e3d6,90
2645cccc-95c5-48b6-9165-3791e7a76ba4,124
26a93f60-8609-4771-90af-6bd5707cfaf3,122
26cd3da4-d19e-47f9-9ae7-1fd2e489c415,7
26dc76f6-71b2-4ac0-ae1b-07f18d3ff843,7
26e1a404-270f-43c9-8059-584c0fff6fc9,48
26f25e93-540c-47f4-a959-5f4966abaa6c,116
26fd078e-bc16-47fb-a982-90145de21f82,8
27336253-3341-47ac-8fb9-4cbd4d3c52a8,57
2776e8b3-60b1-4c3f-851e-9aa15a5ab62c,76
27887e32-eba1-4425-8a29-69b5280e34a7,108
27c5ea64-86cb-4e69-9d13-c8ba2654515d,136
27f9813a-9f75-467c-b812-d9f17074de36,110
2800fe5a-cc37-4821-80b9-2bc1c2184b08,73
288309d7-fa31-471d-b982-6392d015659e,113
28a55a12-4de0-4910-8221-d957ea526e5e,9
28ff6c6c-8683-409f-b0a4-6e0effeaad2a,4
292b4ec7-807c-4ce2-99b7-323fe0ad3141,66
2957624d-5b52-49a7-a893-858890a78a8e,142
